restaurant_id,total_orders,average_order_value,total_revenue,average_delivery_time,restaurant_rating,cluster
REST_0130,58,648.6712068965518,37622.93,57.779245283018874,3.8,1
REST_0131,63,811.5612698412699,51128.36,51.71578947368421,4.5,1
REST_0132,48,540.3483333333334,25936.72,46.916666666666664,4.8,1
REST_0133,25,932.5175999999999,23312.94,51.940909090909095,3.2,1
REST_0134,51,718.7135294117647,36654.39,52.34255319148936,5.0,1
REST_0135,35,318.882,11160.87,48.39666666666667,3.6,1
REST_0136,40,1106.32075,44252.83,53.23157894736842,3.7,1
REST_0137,54,2466.8253703703704,133208.57,50.792,3.5,0
REST_0138,44,438.4045454545454,19289.8,53.4390243902439,4.1,1
REST_0139,90,170.15644444444445,15314.08,46.1710843373494,3.5,1
REST_0140,40,247.73625,9909.45,53.733333333333334,3.6,1
REST_0141,44,467.76727272727277,20581.760000000002,54.805128205128206,3.8,1
REST_0142,66,252.69560606060605,16677.91,52.93064516129032,4.2,1
REST_0143,50,928.8904000000001,46444.520000000004,49.375,4.2,1
REST_0144,51,165.73529411764707,8452.5,45.702127659574465,4.7,1
REST_0145,46,272.5730434782609,12538.36,46.80731707317073,4.6,1
REST_0146,49,721.6259183673469,35359.67,46.871111111111105,4.6,1
REST_0147,39,305.3148717948718,11907.28,54.1,4.0,1
REST_0148,38,2013.3136842105262,76505.92,51.88157894736842,3.3,0
REST_0149,33,335.4390909090909,11069.49,46.62,3.3,1
REST_0150,59,523.1110169491525,30863.55,46.457142857142856,4.6,1
REST_0151,50,230.57319999999999,11528.66,50.51304347826087,4.5,1
REST_0152,35,338.6382857142857,11852.34,47.476470588235294,3.8,1
REST_0153,28,2109.7960714285714,59074.29,51.410714285714285,3.5,0
REST_0154,91,1859.7293406593406,169235.37,50.936470588235295,3.6,0
REST_0155,63,351.3795238095238,22136.91,49.15555555555556,4.2,1
REST_0156,59,689.9688135593221,40708.16,47.86101694915254,4.2,1
REST_0157,50,629.8622,31493.11,48.628888888888895,4.6,1
REST_0158,41,150.65268292682927,6176.76,50.894444444444446,3.9,1
REST_0159,38,281.5113157894737,10697.43,52.642857142857146,4.0,1
REST_0160,32,2719.6253125,87028.01,49.84,4.6,0
REST_0161,74,1418.6177027027027,104977.70999999999,50.173239436619724,3.1,0
REST_0162,47,1776.5359574468087,83497.19,55.65,4.2,0
REST_0163,52,828.1107692307693,43061.76,54.573913043478264,3.9,1
REST_0164,43,670.173488372093,28817.46,51.42,4.4,1
REST_0165,65,191.9576923076923,12477.25,55.37868852459016,4.3,1
REST_0166,46,294.77,13559.42,49.01590909090908,3.8,1
REST_0167,52,192.83615384615385,10027.48,50.95434782608696,3.9,1
REST_0168,74,922.0886486486486,68234.56,51.455882352941174,3.1,1
REST_0169,36,489.3388888888889,17616.2,48.73030303030303,4.4,1
REST_0170,53,820.6266037735849,43493.21,52.60434782608696,4.2,1
REST_0171,30,2149.0306666666665,64470.92,55.04074074074074,4.7,0
REST_0172,43,2797.5772093023256,120295.82,56.06,3.9,0
REST_0173,41,1499.0568292682926,61461.33,58.26315789473684,4.5,0
REST_0174,33,306.9878787878788,10130.6,46.415151515151514,3.6,1
REST_0175,48,701.5695833333334,33675.340000000004,44.98478260869565,2.9,1
REST_0176,58,689.595,39996.51,47.77222222222222,4.1,1
REST_0177,38,285.53473684210525,10850.32,54.48235294117647,3.8,1
REST_0178,41,2421.567317073171,99284.26000000001,54.54210526315789,3.6,0
REST_0179,33,2385.8863636363635,78734.25,48.73225806451613,4.5,0
REST_0180,43,189.30837209302325,8140.26,47.04651162790697,4.6,1
REST_0181,58,168.4998275862069,9772.99,50.31428571428571,4.1,1
REST_0182,51,896.8572549019608,45739.72,49.65,4.0,1
REST_0183,71,526.8111267605634,37403.590000000004,50.972463768115944,4.1,1
REST_0184,27,2581.687777777778,69705.57,46.06521739130435,3.8,0
REST_0185,50,329.67879999999997,16483.94,50.131914893617015,4.4,1
REST_0186,41,274.75536585365853,11264.97,53.52368421052632,3.4,1
REST_0187,55,182.23454545454544,10022.9,54.48461538461538,3.6,1
REST_0188,87,191.32183908045977,16645.0,50.056756756756755,3.7,1
REST_0189,40,317.8225,12712.9,58.34444444444445,4.3,1
REST_0190,50,2487.6162,124380.81,52.33111111111111,4.0,0
REST_0191,47,431.43404255319155,20277.4,47.475,4.7,1
REST_0192,57,565.9738596491228,32260.510000000002,50.42777777777778,4.5,1
REST_0193,55,164.8338181818182,9065.86,46.598076923076924,3.7,1
REST_0194,47,152.93191489361703,7187.8,50.34186046511628,4.4,1
REST_0195,37,845.2772972972973,31275.26,50.708333333333336,3.9,1
REST_0196,26,643.0111538461539,16718.29,52.8125,4.3,1
REST_0197,57,443.91578947368424,25303.2,50.263999999999996,4.5,1
REST_0198,36,585.8638888888888,21091.1,49.89333333333333,4.6,1
REST_0199,42,265.425,11147.85,52.4175,4.2,1
REST_0200,55,1018.5621818181818,56020.92,52.6188679245283,4.8,1
