customer_id,age,gender,city,signup_date,membership_type
CUST_00055,36,Male,Delhi,2024-12-17,Plus
CUST_00056,22,Male,Bengaluru,2024-09-10,Premium
CUST_00057,37,Female,Delhi,2024-11-29,Basic
CUST_00058,40,Female,Delhi,2025-01-24,Basic
CUST_00059,44,Female,Kolkata,2024-08-18,Basic
CUST_00060,18,Female,Kolkata,2024-12-01,Basic
CUST_00061,30,Male,Ahmedabad,2024-09-06,Basic
CUST_00062,18,Female,Hyderabad,2024-08-19,Basic
CUST_00063,18,Female,Pune,2024-11-29,Plus
CUST_00064,32,Female,Chennai,2024-07-19,Basic
CUST_00065,28,Female,Kochi,2024-10-08,Basic
CUST_00066,33,Female,Chennai,2024-08-29,Basic
CUST_00067,35,Male,Bengaluru,2024-12-14,Basic
CUST_00068,41,Male,Bengaluru,2025-01-18,Plus
CUST_00069,31,Female,Pune,2024-11-23,Basic
CUST_00070,54,Female,Mumbai,2024-12-11,Premium
CUST_00071,33,Female,Mumbai,2025-02-27,Plus
CUST_00072,46,Male,Jaipur,2024-09-07,Basic
CUST_00073,18,Female,Jaipur,2024-12-22,Basic
CUST_00074,42,Female,Hyderabad,2024-08-18,Plus
CUST_00075,30,Female,Chennai,2024-10-16,Plus
CUST_00076,18,Female,Kolkata,2025-02-11,Plus
CUST_00077,34,Female,Ahmedabad,2024-12-08,Plus
CUST_00078,29,Female,Mumbai,2024-10-27,Basic
CUST_00079,36,Female,Delhi,2024-11-26,Basic
CUST_00080,39,Female,Chennai,2024-11-27,Basic
CUST_00081,19,Female,Kolkata,2024-11-20,Premium
CUST_00082,39,Female,Delhi,2024-12-07,Plus
CUST_00083,31,Female,Mumbai,2024-07-11,Basic
CUST_00084,42,Female,Bengaluru,2024-11-15,Basic
CUST_00085,29,Female,Jaipur,2024-09-16,Basic
CUST_00086,27,Male,Delhi,2024-09-15,Basic
CUST_00087,31,Male,Chennai,2025-03-11,Plus
CUST_00088,32,Female,Delhi,2025-03-15,Plus
CUST_00089,26,Female,Delhi,2025-03-20,Premium
CUST_00090,27,Female,Mumbai,2024-09-23,Basic
CUST_00091,21,Female,Pune,2024-11-23,Basic
CUST_00092,28,Female,Delhi,2024-08-11,Plus
CUST_00093,36,Female,Jaipur,2024-11-02,Plus
CUST_00094,30,Female,Bengaluru,2024-12-14,Plus
CUST_00095,39,Female,Bengaluru,2025-02-26,Plus
CUST_00096,30,Male,Chennai,2025-01-04,Basic
CUST_00097,20,Male,Pune,2024-07-19,Basic
CUST_00098,36,Male,Delhi,2024-09-06,Basic
CUST_00099,26,Male,Ahmedabad,2025-02-03,Basic
CUST_00100,29,Female,Pune,2024-10-10,Basic
CUST_00101,41,Male,Mumbai,2024-08-11,Basic
CUST_00102,22,Male,Kochi,2024-12-14,Plus
CUST_00103,32,Male,Chennai,2024-10-17,Basic
CUST_00104,31,Male,Kolkata,2024-08-05,Basic
CUST_00105,37,Female,Hyderabad,2025-02-17,Premium
CUST_00106,38,Female,Delhi,2025-02-14,Basic
CUST_00107,33,Female,Pune,2024-12-11,Basic
CUST_00108,28,Male,Delhi,2024-09-11,Plus
CUST_00109,35,Male,Bengaluru,2024-11-13,Basic
CUST_00110,42,Male,Mumbai,2024-09-08,Basic
CUST_00111,31,Female,Mumbai,2025-01-12,Basic
CUST_00112,29,Male,Kolkata,2025-03-26,Basic
CUST_00113,34,Female,Mumbai,2024-08-18,Premium
CUST_00114,31,Male,Jaipur,2024-11-07,Plus
CUST_00115,20,Female,Mumbai,2024-07-05,Plus
CUST_00116,33,Male,Mumbai,2024-07-27,Premium
CUST_00117,20,Male,Kolkata,2024-12-07,Plus
CUST_00118,34,Female,Delhi,2024-11-26,Basic
CUST_00119,25,Male,Kochi,2025-03-21,Premium
CUST_00120,31,Male,Delhi,2025-02-15,Basic
CUST_00121,34,Female,Mumbai,2025-01-16,Plus
CUST_00122,51,Female,Bengaluru,2024-08-19,Premium
CUST_00123,37,Female,Hyderabad,2024-09-05,Basic
CUST_00124,42,Male,Chennai,2024-08-27,Basic
CUST_00125,46,Male,Pune,2025-03-16,Basic
CUST_00126,35,Male,Chennai,2024-11-07,Basic
CUST_00127,33,Male,Chennai,2025-01-31,Plus
CUST_00128,22,Female,Chennai,2024-12-19,Premium
CUST_00129,30,Female,Bengaluru,2025-03-15,Basic
CUST_00130,25,Male,Hyderabad,2024-10-10,Basic
CUST_00131,28,Female,Ahmedabad,2025-01-25,Basic
CUST_00132,46,Male,Pune,2024-10-24,Basic
CUST_00133,32,Female,Pune,2025-03-21,Basic
CUST_00134,24,Male,Kolkata,2024-11-27,Basic
CUST_00135,42,Male,Chennai,2024-08-05,Premium
CUST_00136,39,Female,Ahmedabad,2025-01-24,Basic
CUST_00137,39,Female,Bengaluru,2024-10-14,Basic
CUST_00138,18,Female,Hyderabad,2024-12-05,Plus
CUST_00139,47,Male,Delhi,2024-10-29,Basic
CUST_00140,27,Male,Bengaluru,2024-08-24,Premium
CUST_00141,37,Female,Pune,2024-07-12,Premium
CUST_00142,51,Male,Hyderabad,2024-11-22,Basic
CUST_00143,48,Female,Pune,2024-11-13,Basic
CUST_00144,23,Male,Mumbai,2024-07-03,Basic
CUST_00145,19,Male,Chennai,2024-11-21,Basic
CUST_00146,42,Female,Pune,2024-07-30,Basic
CUST_00147,32,Male,Chennai,2025-02-22,Plus
CUST_00148,27,Female,Mumbai,2024-10-23,Basic
CUST_00149,36,Female,Bengaluru,2024-10-12,Basic
CUST_00150,30,Male,Delhi,2024-10-26,Basic
CUST_00151,37,Female,Delhi,2024-07-05,Premium
CUST_00152,32,Female,Hyderabad,2025-03-05,Basic
CUST_00153,37,Male,Jaipur,2024-10-29,Basic
CUST_00154,24,Male,Ahmedabad,2024-11-26,Basic
CUST_00155,42,Male,Pune,2024-09-22,Premium
CUST_00156,37,Female,Pune,2025-02-16,Basic
CUST_00157,36,Female,Chennai,2024-12-08,Plus
CUST_00158,22,Female,Delhi,2025-03-29,Plus
CUST_00159,45,Other,Chennai,2024-08-07,Basic
CUST_00160,31,Female,Bengaluru,2025-02-11,Plus
CUST_00161,37,Female,Kochi,2024-11-19,Basic
CUST_00162,28,Male,Delhi,2024-11-28,Plus
CUST_00163,33,Female,Hyderabad,2024-10-22,Plus
CUST_00164,33,Male,Chennai,2025-02-22,Basic
CUST_00165,18,Female,Delhi,2024-09-04,Basic
CUST_00166,36,Male,Bengaluru,2025-03-15,Plus
CUST_00167,47,Male,Bengaluru,2025-03-06,Basic
CUST_00168,35,Male,Bengaluru,2024-12-27,Basic
CUST_00169,23,Male,Mumbai,2025-01-06,Basic
CUST_00170,36,Female,Delhi,2024-12-01,Plus
CUST_00171,39,Male,Bengaluru,2025-01-12,Plus
CUST_00172,35,Female,Pune,2025-03-19,Basic
CUST_00173,30,Male,Chennai,2024-11-20,Basic
CUST_00174,29,Female,Delhi,2024-10-09,Basic
CUST_00175,29,Male,Kochi,2025-03-01,Plus
CUST_00176,37,Male,Pune,2024-07-12,Basic
CUST_00177,20,Female,Ahmedabad,2025-02-24,Plus
CUST_00178,28,Male,Jaipur,2024-08-18,Basic
CUST_00179,44,Male,Mumbai,2024-08-11,Premium
CUST_00180,44,Male,Pune,2024-12-13,Basic
CUST_00181,19,Male,Kolkata,2024-09-20,Basic
CUST_00182,22,Female,Hyderabad,2024-12-05,Basic
CUST_00183,29,Male,Chennai,2025-02-01,Premium
CUST_00184,38,Female,Jaipur,2024-12-05,Premium
CUST_00185,18,Female,Pune,2024-11-11,Basic
CUST_00186,31,Male,Chennai,2024-09-05,Plus
CUST_00187,27,Female,Mumbai,2024-07-07,Plus
CUST_00188,42,Female,Kolkata,2024-07-14,Plus
CUST_00189,18,Female,Mumbai,2024-09-11,Basic
CUST_00190,32,Female,Delhi,2024-12-10,Basic
CUST_00191,28,Female,Pune,2024-09-04,Basic
CUST_00192,43,Female,Delhi,2024-11-07,Premium
CUST_00193,36,Male,Mumbai,2025-01-22,Premium
CUST_00194,26,Male,Pune,2025-03-13,Plus
CUST_00195,38,Male,Pune,2025-03-23,Basic
CUST_00196,28,Male,Delhi,2024-07-25,Basic
CUST_00197,39,Male,Hyderabad,2025-03-10,Plus
CUST_00198,29,Male,Hyderabad,2024-12-11,Premium
CUST_00199,39,Male,Kochi,2024-10-03,Premium
CUST_00200,34,Female,Bengaluru,2025-03-27,Plus
CUST_00201,57,Female,Chennai,2024-10-18,Plus
CUST_00202,31,Female,Mumbai,2025-02-23,Basic
CUST_00203,34,Female,Kolkata,2024-07-25,Basic
CUST_00204,27,Female,Bengaluru,2024-11-18,Premium
CUST_00205,31,Female,Chennai,2024-10-25,Plus
CUST_00206,18,Male,Bengaluru,2024-07-25,Basic
CUST_00207,35,Male,Pune,2024-09-17,Basic
CUST_00208,42,Female,Chennai,2024-09-06,Plus
CUST_00209,34,Female,Hyderabad,2024-12-20,Basic
CUST_00210,20,Female,Mumbai,2024-07-12,Basic
CUST_00211,25,Male,Ahmedabad,2024-11-05,Basic
CUST_00212,18,Male,Hyderabad,2024-10-04,Plus
CUST_00213,39,Female,Bengaluru,2024-09-30,Plus
CUST_00214,23,Female,Mumbai,2024-11-18,Basic
CUST_00215,31,Male,Kochi,2024-07-31,Plus
CUST_00216,30,Male,Delhi,2024-07-20,Basic
CUST_00217,43,Female,Kochi,2024-11-23,Basic
CUST_00218,32,Female,Kolkata,2024-12-07,Plus
CUST_00219,37,Male,Bengaluru,2024-08-12,Plus
CUST_00220,35,Female,Delhi,2025-03-11,Plus
CUST_00221,42,Male,Chennai,2024-11-07,Plus
CUST_00222,29,Male,Mumbai,2024-08-29,Plus
CUST_00223,46,Female,Chennai,2024-11-28,Basic
CUST_00224,18,Male,Hyderabad,2024-07-05,Basic
CUST_00225,38,Female,Jaipur,2025-03-23,Basic
CUST_00226,24,Female,Chennai,2024-11-07,Basic
CUST_00227,27,Female,Ahmedabad,2025-03-24,Premium
CUST_00228,36,Male,Bengaluru,2024-12-25,Basic
CUST_00229,35,Male,Bengaluru,2025-03-10,Premium
CUST_00230,36,Male,Kolkata,2024-08-25,Plus
CUST_00231,20,Female,Delhi,2024-09-21,Plus
CUST_00232,43,Female,Pune,2024-10-07,Basic
CUST_00233,24,Female,Chennai,2024-11-26,Plus
CUST_00234,25,Female,Mumbai,2024-12-03,Basic
CUST_00235,36,Female,Pune,2025-01-06,Basic
CUST_00236,29,Female,Delhi,2025-03-20,Plus
CUST_00237,33,Male,Mumbai,2024-09-18,Basic
CUST_00238,18,Male,Jaipur,2025-03-09,Basic
CUST_00239,33,Female,Delhi,2024-10-05,Plus
CUST_00240,33,Male,Ahmedabad,2025-03-17,Basic
CUST_00241,27,Male,Pune,2025-03-17,Premium
CUST_00242,18,Female,Pune,2024-10-11,Premium
CUST_00243,29,Female,Bengaluru,2024-08-09,Premium
CUST_00244,31,Male,Hyderabad,2025-03-30,Basic
CUST_00245,28,Female,Kolkata,2024-10-09,Basic
CUST_00246,18,Female,Chennai,2025-02-06,Premium
CUST_00247,44,Male,Bengaluru,2024-11-01,Basic
CUST_00248,26,Male,Hyderabad,2025-02-16,Premium
CUST_00249,29,Male,Chennai,2024-12-25,Premium
CUST_00250,18,Female,Jaipur,2024-09-01,Premium
CUST_00251,44,Female,Ahmedabad,2024-10-24,Basic
CUST_00252,27,Female,Mumbai,2025-01-07,Basic
CUST_00253,32,Female,Bengaluru,2024-08-31,Premium
CUST_00254,40,Male,Pune,2025-03-13,Basic
CUST_00255,26,Male,Delhi,2024-07-07,Basic
CUST_00256,39,Female,Kochi,2024-12-02,Plus
CUST_00257,18,Male,Mumbai,2024-09-30,Premium
CUST_00258,35,Male,Hyderabad,2024-07-14,Plus
CUST_00259,44,Male,Mumbai,2025-02-14,Plus
CUST_00260,26,Male,Kochi,2024-09-24,Basic
CUST_00261,40,Male,Pune,2024-11-10,Plus
CUST_00262,46,Male,Delhi,2024-12-30,Premium
CUST_00263,29,Male,Chennai,2024-08-31,Basic
CUST_00264,28,Male,Pune,2025-02-04,Basic
CUST_00265,24,Female,Pune,2025-03-03,Premium
CUST_00266,27,Female,Hyderabad,2025-02-15,Plus
CUST_00267,24,Male,Mumbai,2024-09-17,Plus
CUST_00268,24,Female,Chennai,2024-11-26,Plus
CUST_00269,41,Male,Chennai,2024-11-15,Basic
CUST_00270,25,Female,Bengaluru,2024-09-03,Basic
CUST_00271,33,Female,Chennai,2024-07-13,Plus
CUST_00272,31,Female,Mumbai,2025-01-29,Plus
CUST_00273,43,Female,Bengaluru,2025-02-27,Premium
CUST_00274,27,Male,Chennai,2025-01-29,Premium
CUST_00275,34,Male,Ahmedabad,2024-12-28,Basic
CUST_00276,37,Female,Delhi,2024-12-20,Basic
CUST_00277,43,Male,Delhi,2024-12-07,Plus
CUST_00278,27,Male,Hyderabad,2024-12-11,Plus
CUST_00279,26,Female,Delhi,2025-01-04,Plus
CUST_00280,23,Female,Chennai,2025-01-07,Plus
CUST_00281,49,Female,Kolkata,2025-03-13,Premium
CUST_00282,42,Male,Bengaluru,2024-12-30,Basic
CUST_00283,31,Female,Delhi,2024-10-25,Basic
CUST_00284,46,Male,Hyderabad,2025-01-12,Basic
CUST_00285,30,Male,Pune,2024-08-03,Plus
CUST_00286,37,Female,Mumbai,2024-08-21,Basic
CUST_00287,31,Male,Mumbai,2024-10-20,Basic
CUST_00288,34,Male,Bengaluru,2025-03-09,Basic
CUST_00289,33,Female,Delhi,2024-09-20,Basic
CUST_00290,28,Male,Kochi,2025-02-17,Plus
CUST_00291,40,Male,Kolkata,2025-02-12,Basic
CUST_00292,37,Male,Bengaluru,2025-02-18,Basic
CUST_00293,39,Male,Hyderabad,2025-02-06,Plus
CUST_00294,34,Male,Jaipur,2024-08-11,Basic
CUST_00295,24,Female,Mumbai,2024-07-21,Basic
CUST_00296,45,Female,Delhi,2024-08-11,Basic
CUST_00297,29,Male,Jaipur,2024-10-21,Plus
CUST_00298,34,Female,Ahmedabad,2024-10-13,Basic
CUST_00299,36,Male,Mumbai,2025-01-08,Plus
CUST_00300,34,Male,Hyderabad,2024-07-17,Basic
CUST_00301,38,Female,Hyderabad,2024-10-28,Basic
CUST_00302,40,Male,Pune,2024-11-06,Basic
CUST_00303,29,Other,Chennai,2024-11-07,Basic
CUST_00304,44,Male,Chennai,2024-08-29,Plus
CUST_00305,29,Female,Hyderabad,2024-08-17,Plus
CUST_00306,34,Male,Chennai,2024-07-29,Premium
CUST_00307,28,Male,Pune,2024-10-05,Basic
CUST_00308,26,Male,Delhi,2024-07-10,Basic
CUST_00309,39,Female,Mumbai,2025-02-27,Plus
CUST_00310,56,Female,Hyderabad,2025-02-17,Basic
CUST_00311,28,Female,Ahmedabad,2025-01-19,Basic
CUST_00312,41,Male,Bengaluru,2025-03-04,Basic
CUST_00313,28,Male,Pune,2025-03-21,Basic
CUST_00314,31,Male,Ahmedabad,2025-01-30,Premium
CUST_00315,45,Female,Mumbai,2025-01-16,Plus
CUST_00316,22,Female,Mumbai,2024-09-17,Plus
CUST_00317,20,Male,Jaipur,2024-12-20,Basic
CUST_00318,30,Female,Chennai,2024-09-07,Basic
CUST_00319,36,Male,Mumbai,2024-09-25,Basic
CUST_00320,35,Female,Mumbai,2024-10-09,Basic
CUST_00321,34,Female,Chennai,2024-07-08,Basic
CUST_00322,31,Male,Kolkata,2025-01-16,Plus
CUST_00323,37,Male,Ahmedabad,2024-09-25,Plus
CUST_00324,18,Other,Pune,2024-08-12,Basic
CUST_00325,25,Female,Chennai,2024-10-17,Premium
CUST_00326,30,Female,Bengaluru,2024-11-29,Plus
CUST_00327,37,Female,Delhi,2024-07-17,Plus
CUST_00328,43,Male,Bengaluru,2024-11-10,Plus
CUST_00329,24,Female,Delhi,2024-11-25,Basic
CUST_00330,43,Female,Mumbai,2025-02-17,Basic
CUST_00331,27,Female,Delhi,2025-02-13,Basic
CUST_00332,30,Male,Delhi,2024-11-16,Plus
CUST_00333,36,Male,Hyderabad,2025-01-27,Basic
CUST_00334,29,Male,Chennai,2024-07-28,Basic
CUST_00335,40,Male,Chennai,2024-08-20,Basic
CUST_00336,28,Male,Mumbai,2025-03-18,Basic
CUST_00337,28,Male,Delhi,2025-03-18,Premium
CUST_00338,39,Male,Pune,2024-07-08,Plus
CUST_00339,25,Male,Pune,2024-11-15,Basic
CUST_00340,33,Female,Kochi,2024-08-07,Basic
CUST_00341,18,Male,Chennai,2024-10-19,Basic
CUST_00342,46,Male,Bengaluru,2025-02-05,Basic
CUST_00343,41,Male,Hyderabad,2025-02-08,Basic
CUST_00344,53,Male,Pune,2024-11-13,Basic
CUST_00345,42,Female,Hyderabad,2025-03-13,Basic
CUST_00346,22,Male,Kolkata,2024-08-18,Plus
CUST_00347,36,Female,Mumbai,2024-09-16,Plus
CUST_00348,24,Female,Jaipur,2024-10-13,Basic
CUST_00349,44,Female,Jaipur,2024-12-16,Basic
CUST_00350,22,Female,Bengaluru,2025-02-02,Plus
CUST_00351,22,Female,Mumbai,2024-10-27,Basic
CUST_00352,18,Female,Delhi,2025-01-06,Premium
CUST_00353,27,Male,Chennai,2025-03-12,Plus
CUST_00354,25,Male,Hyderabad,2025-03-23,Basic
CUST_00355,21,Female,Delhi,2024-11-26,Basic
CUST_00356,47,Male,Chennai,2024-12-11,Plus
CUST_00357,35,Male,Delhi,2024-11-17,Basic
CUST_00358,34,Female,Pune,2025-03-15,Plus
CUST_00359,44,Female,Bengaluru,2025-03-26,Premium
CUST_00360,33,Male,Mumbai,2024-12-28,Plus
CUST_00361,25,Female,Chennai,2024-12-07,Basic
CUST_00362,18,Male,Pune,2025-02-11,Plus
CUST_00363,25,Female,Chennai,2024-07-11,Basic
CUST_00364,43,Male,Ahmedabad,2024-07-10,Basic
CUST_00365,21,Male,Hyderabad,2025-03-28,Premium
CUST_00366,34,Female,Chennai,2025-03-30,Basic
CUST_00367,39,Male,Hyderabad,2024-12-30,Premium
CUST_00368,33,Female,Hyderabad,2024-11-30,Premium
CUST_00369,34,Male,Hyderabad,2024-11-01,Basic
CUST_00370,36,Male,Delhi,2024-10-22,Basic
CUST_00371,34,Female,Mumbai,2025-01-29,Basic
CUST_00372,44,Male,Bengaluru,2024-12-19,Basic
CUST_00373,23,Male,Bengaluru,2024-12-21,Basic
CUST_00374,33,Male,Pune,2024-10-21,Plus
CUST_00375,18,Female,Mumbai,2024-10-30,Basic
CUST_00376,18,Female,Hyderabad,2024-08-01,Basic
CUST_00377,30,Other,Kolkata,2025-02-07,Plus
CUST_00378,35,Male,Hyderabad,2024-10-27,Basic
CUST_00379,44,Male,Kolkata,2024-08-08,Plus
CUST_00380,50,Male,Chennai,2025-03-25,Basic
CUST_00381,42,Female,Bengaluru,2025-02-18,Basic
CUST_00382,37,Male,Jaipur,2024-07-18,Plus
CUST_00383,32,Female,Hyderabad,2024-11-26,Plus
CUST_00384,19,Male,Kolkata,2024-11-26,Premium
CUST_00385,30,Other,Chennai,2024-11-03,Plus
CUST_00386,41,Female,Delhi,2025-02-23,Plus
CUST_00387,38,Female,Ahmedabad,2024-11-12,Basic
CUST_00388,21,Male,Bengaluru,2024-11-28,Basic
CUST_00389,36,Male,Kolkata,2025-02-21,Plus
CUST_00390,35,Male,Delhi,2025-02-09,Plus
CUST_00391,34,Male,Delhi,2025-01-19,Premium
CUST_00392,31,Male,Mumbai,2025-03-13,Basic
CUST_00393,36,Female,Ahmedabad,2024-09-24,Basic
CUST_00394,37,Male,Bengaluru,2024-11-27,Plus
CUST_00395,26,Female,Chennai,2025-02-20,Basic
CUST_00396,35,Female,Ahmedabad,2024-07-22,Premium
CUST_00397,29,Male,Pune,2025-03-26,Premium
CUST_00398,19,Female,Bengaluru,2025-03-15,Basic
CUST_00399,27,Male,Mumbai,2024-07-29,Plus
CUST_00400,18,Male,Mumbai,2025-01-29,Plus
CUST_00401,39,Male,Hyderabad,2024-08-19,Basic
CUST_00402,34,Female,Chennai,2024-10-03,Premium
CUST_00403,28,Male,Delhi,2024-09-26,Basic
CUST_00404,42,Male,Chennai,2024-08-13,Plus
CUST_00405,32,Female,Kolkata,2024-12-18,Basic
CUST_00406,20,Male,Kolkata,2025-01-05,Premium
CUST_00407,27,Female,Hyderabad,2024-12-31,Basic
CUST_00408,44,Female,Chennai,2024-07-03,Basic
CUST_00409,26,Other,Chennai,2025-01-07,Premium
CUST_00410,33,Male,Mumbai,2024-10-26,Basic
CUST_00411,37,Male,Pune,2024-07-19,Basic
CUST_00412,36,Male,Hyderabad,2024-07-23,Premium
CUST_00413,51,Male,Delhi,2024-07-30,Premium
CUST_00414,22,Male,Hyderabad,2024-10-16,Plus
CUST_00415,22,Male,Chennai,2024-11-05,Plus
CUST_00416,22,Female,Bengaluru,2025-02-14,Basic
CUST_00417,29,Female,Bengaluru,2024-10-19,Basic
CUST_00418,40,Male,Chennai,2024-11-13,Basic
CUST_00419,23,Male,Hyderabad,2025-01-02,Plus
CUST_00420,40,Male,Kolkata,2024-11-21,Plus
CUST_00421,31,Male,Kolkata,2024-09-10,Plus
CUST_00422,22,Female,Chennai,2024-11-06,Plus
CUST_00423,18,Female,Chennai,2025-03-18,Basic
CUST_00424,19,Female,Chennai,2024-07-03,Basic
CUST_00425,26,Female,Hyderabad,2024-10-12,Basic
CUST_00426,30,Female,Mumbai,2025-02-09,Basic
CUST_00427,42,Female,Hyderabad,2024-07-10,Basic
CUST_00428,37,Male,Chennai,2025-02-16,Premium
CUST_00429,24,Female,Bengaluru,2025-02-04,Basic
CUST_00430,34,Male,Bengaluru,2024-09-04,Basic
CUST_00431,44,Male,Bengaluru,2024-10-20,Basic
CUST_00432,46,Male,Pune,2024-07-13,Plus
CUST_00433,28,Male,Chennai,2024-09-24,Plus
CUST_00434,39,Female,Mumbai,2025-02-19,Basic
CUST_00435,42,Male,Delhi,2024-09-28,Basic
CUST_00436,19,Male,Ahmedabad,2024-08-23,Plus
CUST_00437,27,Male,Ahmedabad,2024-07-12,Basic
CUST_00438,49,Female,Pune,2025-01-25,Plus
CUST_00439,29,Male,Bengaluru,2024-07-14,Plus
CUST_00440,18,Female,Delhi,2024-10-29,Basic
CUST_00441,30,Female,Pune,2024-07-20,Basic
CUST_00442,40,Female,Bengaluru,2024-09-13,Premium
CUST_00443,31,Female,Mumbai,2025-02-28,Basic
CUST_00444,37,Male,Kolkata,2025-02-08,Basic
CUST_00445,39,Male,Mumbai,2024-09-08,Plus
CUST_00446,28,Female,Bengaluru,2025-01-27,Premium
CUST_00447,27,Male,Bengaluru,2024-10-09,Premium
CUST_00448,32,Male,Hyderabad,2025-01-02,Plus
CUST_00449,32,Female,Bengaluru,2024-11-09,Basic
CUST_00450,31,Male,Delhi,2024-10-19,Basic
CUST_00451,32,Female,Pune,2024-11-09,Plus
CUST_00452,25,Male,Chennai,2024-07-20,Plus
CUST_00453,37,Female,Ahmedabad,2024-07-24,Basic
CUST_00454,36,Female,Mumbai,2025-02-12,Premium
CUST_00455,20,Female,Bengaluru,2024-12-01,Basic
CUST_00456,28,Male,Pune,2025-02-15,Basic
CUST_00457,32,Female,Pune,2025-01-18,Basic
CUST_00458,27,Female,Delhi,2024-08-07,Basic
CUST_00459,36,Male,Kolkata,2025-03-17,Basic
CUST_00460,30,Male,Pune,2025-01-04,Basic
CUST_00461,32,Female,Ahmedabad,2024-08-26,Basic
CUST_00462,28,Female,Hyderabad,2024-07-20,Plus
CUST_00463,18,Male,Pune,2025-03-30,Plus
CUST_00464,18,Female,Kochi,2024-10-27,Plus
CUST_00465,36,Male,Pune,2024-09-09,Premium
CUST_00466,33,Male,Bengaluru,2024-07-04,Basic
CUST_00467,35,Female,Mumbai,2025-02-06,Basic
CUST_00468,32,Female,Delhi,2024-07-14,Premium
CUST_00469,33,Female,Chennai,2024-07-03,Basic
CUST_00470,39,Other,Kochi,2025-02-01,Premium
CUST_00471,35,Male,Chennai,2025-02-14,Basic
CUST_00472,39,Male,Chennai,2025-01-02,Premium
CUST_00473,32,Male,Jaipur,2024-08-24,Basic
CUST_00474,29,Female,Mumbai,2025-03-11,Premium
CUST_00475,33,Female,Bengaluru,2024-07-24,Basic
CUST_00476,24,Male,Delhi,2024-12-09,Premium
CUST_00477,28,Male,Delhi,2024-12-05,Basic
CUST_00478,32,Male,Bengaluru,2024-09-20,Plus
CUST_00479,32,Female,Kochi,2024-12-06,Premium
CUST_00480,30,Male,Mumbai,2025-01-04,Basic
CUST_00481,20,Male,Mumbai,2024-08-29,Plus
CUST_00482,36,Female,Mumbai,2025-01-27,Plus
CUST_00483,38,Female,Delhi,2024-11-29,Basic
CUST_00484,44,Female,Chennai,2024-10-17,Plus
