customer_id,total_orders,average_order_value,total_spending,ordering_frequency,average_rating_given,weekend_orders,late_night_orders,customer_cluster,customer_segment,dbscan_cluster
CUST_00038,3.0,1715.8066666666666,5147.42,1.0,3.6666666666666665,3.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00039,4.0,579.395,2317.58,1.3333333333333333,3.5,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00040,5.0,582.89,2914.45,1.6666666666666667,4.333333333333333,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00041,4.0,324.47999999999996,1297.9199999999998,1.3333333333333333,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00042,6.0,549.7816666666666,3298.6899999999996,2.0,3.6666666666666665,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00043,5.0,675.8199999999999,3379.1,1.6666666666666667,3.6,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00044,10.0,349.31,3493.1,2.0,4.0,3.0,0.0,1,Frequent High-Value Customers,0
CUST_00045,6.0,1051.0066666666667,6306.04,2.0,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00046,10.0,1074.0700000000002,10740.7,2.0,3.7777777777777777,1.0,1.0,1,Frequent High-Value Customers,0
CUST_00047,6.0,448.6383333333333,2691.83,3.0,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00048,7.0,595.9685714285714,4171.78,2.3333333333333335,3.6,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00049,8.0,668.7275,5349.82,1.6,4.0,5.0,1.0,1,Frequent High-Value Customers,0
CUST_00050,8.0,772.85875,6182.87,2.6666666666666665,4.6,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00051,10.0,1461.032,14610.32,2.5,3.8333333333333335,6.0,1.0,1,Frequent High-Value Customers,-1
CUST_00052,6.0,580.8933333333333,3485.36,1.5,4.2,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00053,13.0,742.7769230769231,9656.1,2.1666666666666665,3.9,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00054,8.0,671.99,5375.92,2.0,4.5,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00055,8.0,615.7525,4926.02,2.0,4.0,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00056,8.0,991.09875,7928.79,1.6,4.428571428571429,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00057,5.0,828.8280000000001,4144.14,1.6666666666666667,4.0,2.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00058,5.0,543.538,2717.69,1.25,4.2,0.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00059,12.0,1079.4983333333332,12953.98,2.4,3.888888888888889,4.0,2.0,1,Frequent High-Value Customers,-1
CUST_00060,7.0,655.1828571428572,4586.280000000001,1.4,3.5,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00061,8.0,395.255,3162.04,1.3333333333333333,4.2,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00062,6.0,522.7666666666667,3136.6,1.5,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00063,8.0,304.18375000000003,2433.4700000000003,1.6,4.25,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00064,5.0,445.23199999999997,2226.16,1.0,4.0,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00065,5.0,669.1940000000001,3345.9700000000003,1.25,4.0,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00066,9.0,623.5755555555556,5612.18,1.8,4.0,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00067,3.0,762.4433333333333,2287.33,1.0,4.0,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00068,9.0,1055.6699999999998,9501.029999999999,1.5,3.6666666666666665,1.0,1.0,1,Frequent High-Value Customers,0
CUST_00069,8.0,923.435,7387.48,1.6,4.166666666666667,2.0,2.0,1,Frequent High-Value Customers,0
CUST_00070,10.0,587.672,5876.72,1.6666666666666667,3.8333333333333335,5.0,1.0,1,Frequent High-Value Customers,0
CUST_00071,5.0,494.582,2472.91,1.6666666666666667,3.75,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00072,3.0,466.97333333333336,1400.92,1.0,3.5,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00073,5.0,949.784,4748.92,5.0,4.0,1.0,1.0,1,Frequent High-Value Customers,-1
CUST_00074,9.0,527.4211111111111,4746.79,2.25,4.6,2.0,0.0,1,Frequent High-Value Customers,0
CUST_00075,9.0,403.62111111111113,3632.59,1.8,4.0,3.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00076,10.0,1652.9029999999998,16529.03,2.0,4.166666666666667,1.0,0.0,1,Frequent High-Value Customers,-1
CUST_00077,7.0,592.49,4147.43,1.4,4.25,4.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00078,1.0,534.94,534.94,1.0,4.051247275223099,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00079,5.0,517.72,2588.6000000000004,1.25,4.0,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00080,8.0,897.51125,7180.09,1.6,3.857142857142857,3.0,0.0,1,Frequent High-Value Customers,0
CUST_00081,8.0,713.1475,5705.18,2.6666666666666665,4.0,3.0,3.0,1,Frequent High-Value Customers,-1
CUST_00082,8.0,360.87125,2886.97,1.6,3.6666666666666665,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00083,2.0,258.6,517.2,1.0,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00084,4.0,1005.7425,4022.97,1.3333333333333333,3.6666666666666665,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00085,6.0,887.8650000000001,5327.1900000000005,1.2,4.5,3.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00086,6.0,361.875,2171.25,2.0,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00087,6.0,1581.3466666666666,9488.08,2.0,3.25,2.0,1.0,1,Frequent High-Value Customers,-1
CUST_00088,4.0,536.1824999999999,2144.7299999999996,2.0,3.6666666666666665,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00089,7.0,734.2942857142858,5140.06,1.75,4.166666666666667,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00090,6.0,499.1466666666667,2994.88,2.0,4.6,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00091,4.0,1133.0425,4532.17,1.3333333333333333,4.25,1.0,2.0,0,Occasional Moderate-Value Customers,-1
CUST_00092,9.0,542.6744444444444,4884.07,3.0,4.25,1.0,2.0,1,Frequent High-Value Customers,0
CUST_00093,6.0,959.735,5758.41,2.0,3.6666666666666665,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00094,11.0,624.7281818181818,6872.01,2.2,4.125,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00095,4.0,1896.38,7585.52,2.0,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,-1
CUST_00096,5.0,777.9060000000001,3889.53,1.6666666666666667,3.8,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00097,2.0,931.01,1862.02,1.0,3.5,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00098,6.0,582.2233333333334,3493.34,1.2,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00099,4.0,268.205,1072.82,1.3333333333333333,3.6666666666666665,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00100,8.0,593.92875,4751.43,2.0,4.0,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00101,7.0,1145.0114285714285,8015.08,2.3333333333333335,3.5,2.0,1.0,1,Frequent High-Value Customers,-1
CUST_00102,10.0,1510.266,15102.66,2.5,4.0,1.0,1.0,1,Frequent High-Value Customers,-1
CUST_00103,6.0,426.8766666666667,2561.26,1.5,4.25,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00104,5.0,616.064,3080.3199999999997,1.25,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00105,9.0,662.3399999999999,5961.0599999999995,1.8,3.75,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00106,4.0,470.315,1881.26,1.3333333333333333,4.0,0.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00107,10.0,663.469,6634.6900000000005,2.0,4.333333333333333,3.0,0.0,1,Frequent High-Value Customers,0
CUST_00108,8.0,610.26,4882.08,1.6,4.375,4.0,0.0,1,Frequent High-Value Customers,0
CUST_00109,5.0,853.234,4266.17,1.25,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00110,8.0,445.37375000000003,3562.9900000000002,2.0,4.428571428571429,2.0,2.0,1,Frequent High-Value Customers,0
CUST_00111,4.0,792.87,3171.48,1.0,3.6666666666666665,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00112,4.0,779.24,3116.96,1.3333333333333333,3.6666666666666665,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00113,11.0,795.2363636363636,8747.6,1.8333333333333333,3.875,5.0,2.0,1,Frequent High-Value Customers,0
CUST_00114,7.0,1548.9157142857143,10842.41,2.3333333333333335,4.0,3.0,0.0,1,Frequent High-Value Customers,-1
CUST_00115,5.0,884.774,4423.87,1.25,4.0,0.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00116,7.0,805.1971428571429,5636.38,1.75,3.5714285714285716,4.0,2.0,1,Frequent High-Value Customers,0
CUST_00117,6.0,1168.125,7008.75,1.5,4.4,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00118,5.0,938.47,4692.35,1.6666666666666667,3.75,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00119,11.0,836.4763636363637,9201.24,2.75,4.333333333333333,3.0,2.0,1,Frequent High-Value Customers,-1
CUST_00120,5.0,611.86,3059.3,1.6666666666666667,4.25,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00121,6.0,451.66,2709.96,1.5,4.333333333333333,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00122,10.0,828.406,8284.06,2.0,4.111111111111111,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00123,7.0,1089.1814285714286,7624.27,1.75,4.6,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00124,7.0,566.7714285714286,3967.4,2.3333333333333335,4.333333333333333,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00125,3.0,349.18,1047.54,1.5,3.3333333333333335,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00126,3.0,1502.89,4508.67,1.0,4.5,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00127,6.0,1518.8066666666666,9112.84,2.0,4.0,1.0,1.0,1,Frequent High-Value Customers,0
CUST_00128,6.0,724.9283333333333,4349.57,1.5,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00129,11.0,526.47,5791.17,2.75,4.222222222222222,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00130,7.0,591.027142857143,4137.1900000000005,1.4,4.5,0.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00131,7.0,846.5071428571429,5925.55,1.4,3.75,2.0,2.0,1,Frequent High-Value Customers,0
CUST_00132,4.0,508.49,2033.96,1.3333333333333333,4.0,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00133,2.0,1008.855,2017.71,1.0,5.0,0.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00134,7.0,673.7485714285714,4716.24,1.75,4.0,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00135,5.0,807.346,4036.73,1.6666666666666667,4.0,3.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00136,6.0,314.3666666666667,1886.2,2.0,4.2,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00137,8.0,771.36375,6170.91,1.6,4.166666666666667,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00138,2.0,1363.37,2726.74,1.0,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00139,3.0,219.99,659.97,1.0,3.3333333333333335,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00140,8.0,1081.63875,8653.11,1.6,4.2,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00141,8.0,634.07125,5072.57,1.6,4.428571428571429,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00142,3.0,3398.8133333333335,10196.44,1.5,4.0,2.0,1.0,1,Frequent High-Value Customers,-1
CUST_00143,9.0,492.97999999999996,4436.82,1.8,3.8333333333333335,6.0,0.0,1,Frequent High-Value Customers,0
CUST_00144,3.0,550.32,1650.96,1.0,3.6666666666666665,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00145,7.0,1308.3014285714287,9158.11,1.75,4.166666666666667,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00146,6.0,594.8216666666667,3568.9300000000003,2.0,4.25,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00147,4.0,499.9125,1999.65,2.0,3.6666666666666665,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00148,5.0,548.052,2740.26,1.25,3.5,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00149,3.0,1793.3400000000001,5380.02,1.0,4.0,0.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00150,7.0,517.0885714285714,3619.62,1.75,4.166666666666667,5.0,0.0,1,Frequent High-Value Customers,0
CUST_00151,7.0,725.2957142857142,5077.07,1.75,4.333333333333333,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00152,8.0,646.735,5173.88,2.0,4.6,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00153,5.0,973.46,4867.3,1.25,3.3333333333333335,3.0,2.0,0,Occasional Moderate-Value Customers,-1
CUST_00154,10.0,574.018,5740.18,1.6666666666666667,3.9,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00155,2.0,381.9,763.8,1.0,4.5,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00156,10.0,373.9,3739.0,2.0,4.0,4.0,2.0,1,Frequent High-Value Customers,0
CUST_00157,8.0,790.675,6325.4,2.0,4.0,1.0,1.0,1,Frequent High-Value Customers,0
CUST_00158,8.0,527.85625,4222.85,2.0,3.3333333333333335,4.0,0.0,1,Frequent High-Value Customers,-1
CUST_00159,8.0,628.16125,5025.29,2.0,4.0,4.0,0.0,1,Frequent High-Value Customers,0
CUST_00160,8.0,926.71625,7413.73,1.6,4.0,3.0,0.0,1,Frequent High-Value Customers,0
CUST_00161,6.0,530.6083333333333,3183.65,3.0,3.75,0.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00162,4.0,649.1925,2596.77,1.0,3.5,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00163,8.0,781.86375,6254.91,2.0,4.142857142857143,2.0,2.0,1,Frequent High-Value Customers,0
CUST_00164,5.0,1118.6219999999998,5593.11,1.6666666666666667,3.75,0.0,2.0,0,Occasional Moderate-Value Customers,-1
CUST_00165,2.0,287.43,574.86,1.0,5.0,1.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00166,6.0,1136.0283333333334,6816.17,1.5,4.0,0.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00167,5.0,530.2180000000001,2651.09,1.6666666666666667,4.2,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00168,4.0,380.675,1522.7,1.3333333333333333,4.5,2.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00169,7.0,861.2271428571429,6028.59,1.75,3.5,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00170,5.0,913.04,4565.2,1.6666666666666667,4.75,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00171,11.0,1050.1963636363637,11552.16,2.2,4.1,2.0,2.0,1,Frequent High-Value Customers,0
CUST_00172,2.0,1388.605,2777.21,2.0,5.0,1.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00173,9.0,714.0,6426.0,1.8,4.666666666666667,3.0,3.0,1,Frequent High-Value Customers,-1
CUST_00174,3.0,1050.4266666666665,3151.2799999999997,1.0,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,-1
CUST_00175,5.0,659.4979999999999,3297.49,2.5,4.5,1.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00176,10.0,465.838,4658.38,2.0,3.857142857142857,4.0,0.0,1,Frequent High-Value Customers,0
CUST_00177,8.0,602.66875,4821.35,2.6666666666666665,4.6,1.0,0.0,1,Frequent High-Value Customers,0
CUST_00178,5.0,664.508,3322.54,1.6666666666666667,5.0,1.0,1.0,0,Occasional Moderate-Value Customers,-1
CUST_00179,14.0,652.78,9138.92,2.3333333333333335,4.083333333333333,8.0,2.0,1,Frequent High-Value Customers,-1
CUST_00180,7.0,523.7514285714286,3666.26,1.4,3.5,3.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00181,5.0,1197.626,5988.13,1.25,3.75,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00182,7.0,492.9485714285714,3450.64,1.75,3.8,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00183,9.0,488.7244444444445,4398.52,2.25,3.6,2.0,0.0,1,Frequent High-Value Customers,0
CUST_00184,11.0,1315.13,14466.43,2.2,4.555555555555555,2.0,3.0,1,Frequent High-Value Customers,-1
CUST_00185,5.0,420.904,2104.52,1.25,4.5,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00186,8.0,700.715,5605.72,2.6666666666666665,4.0,2.0,4.0,1,Frequent High-Value Customers,-1
CUST_00187,7.0,582.0571428571428,4074.4,1.75,4.666666666666667,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00188,10.0,442.412,4424.12,2.0,4.0,1.0,2.0,1,Frequent High-Value Customers,0
CUST_00189,2.0,646.5250000000001,1293.0500000000002,1.0,5.0,0.0,0.0,0,Occasional Moderate-Value Customers,1
CUST_00190,5.0,411.838,2059.19,1.6666666666666667,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00191,4.0,681.5525,2726.21,1.3333333333333333,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00192,9.0,771.0277777777778,6939.25,1.8,3.857142857142857,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00193,12.0,656.9283333333334,7883.14,2.4,4.125,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00194,7.0,845.3742857142857,5917.62,2.3333333333333335,4.2,3.0,0.0,1,Frequent High-Value Customers,0
CUST_00195,5.0,456.51399999999995,2282.5699999999997,1.6666666666666667,4.0,4.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00196,12.0,623.3625000000001,7480.35,2.0,4.142857142857143,2.0,3.0,1,Frequent High-Value Customers,-1
CUST_00197,4.0,786.5475,3146.19,1.3333333333333333,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00198,8.0,1030.8325,8246.66,1.3333333333333333,3.6666666666666665,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00199,14.0,1698.2635714285714,23775.69,2.8,3.923076923076923,4.0,2.0,1,Frequent High-Value Customers,-1
CUST_00200,3.0,987.8966666666666,2963.69,1.0,4.0,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00201,9.0,748.3277777777778,6734.95,1.8,4.0,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00202,5.0,824.7520000000001,4123.76,2.5,4.25,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00203,8.0,772.5475,6180.38,1.6,4.714285714285714,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00204,7.0,566.2428571428571,3963.7000000000003,2.3333333333333335,4.0,3.0,1.0,1,Frequent High-Value Customers,0
CUST_00205,8.0,1155.86375,9246.91,1.6,3.7142857142857144,2.0,3.0,1,Frequent High-Value Customers,-1
CUST_00206,8.0,639.8225,5118.58,1.6,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00207,7.0,262.0185714285714,1834.13,1.4,4.0,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00208,11.0,849.8109090909091,9347.92,2.2,4.111111111111111,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00209,7.0,386.02,2702.14,1.4,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00210,6.0,836.32,5017.92,1.5,4.25,2.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00211,3.0,379.8,1139.4,1.0,3.6666666666666665,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00212,10.0,698.414,6984.139999999999,2.0,4.142857142857143,2.0,1.0,1,Frequent High-Value Customers,0
CUST_00213,6.0,578.305,3469.83,2.0,4.25,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00214,8.0,667.9712499999999,5343.7699999999995,1.6,4.2,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00215,8.0,1398.7649999999999,11190.119999999999,2.0,3.6,3.0,1.0,1,Frequent High-Value Customers,-1
CUST_00216,3.0,419.2,1257.6,1.5,4.051247275223099,2.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00217,9.0,981.9655555555556,8837.69,1.8,4.375,3.0,0.0,1,Frequent High-Value Customers,0
CUST_00218,5.0,2215.752,11078.76,1.6666666666666667,4.0,3.0,1.0,1,Frequent High-Value Customers,-1
CUST_00219,10.0,1194.063,11940.630000000001,2.0,4.142857142857143,0.0,1.0,1,Frequent High-Value Customers,-1
CUST_00220,4.0,491.7025,1966.81,2.0,4.0,0.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00221,11.0,1009.5463636363637,11105.01,1.8333333333333333,4.142857142857143,0.0,1.0,1,Frequent High-Value Customers,-1
CUST_00222,5.0,654.016,3270.08,1.6666666666666667,4.0,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00223,7.0,456.37857142857143,3194.65,1.4,4.0,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00224,5.0,389.752,1948.76,1.6666666666666667,4.5,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00225,2.0,640.985,1281.97,1.0,4.0,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00226,6.0,431.59499999999997,2589.5699999999997,1.5,4.5,1.0,3.0,0,Occasional Moderate-Value Customers,-1
CUST_00227,6.0,463.14333333333326,2778.8599999999997,2.0,4.666666666666667,1.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00228,6.0,994.6566666666666,5967.94,1.0,4.0,3.0,1.0,0,Occasional Moderate-Value Customers,0
CUST_00229,12.0,842.645,10111.74,4.0,4.0,3.0,2.0,1,Frequent High-Value Customers,-1
CUST_00230,9.0,634.6244444444444,5711.62,1.8,4.5,3.0,2.0,1,Frequent High-Value Customers,0
CUST_00231,7.0,890.8728571428572,6236.110000000001,1.4,4.571428571428571,1.0,2.0,0,Occasional Moderate-Value Customers,0
CUST_00232,8.0,653.7275,5229.82,1.6,4.0,1.0,3.0,1,Frequent High-Value Customers,0
CUST_00233,5.0,869.378,4346.89,1.6666666666666667,4.25,1.0,0.0,0,Occasional Moderate-Value Customers,0
CUST_00234,7.0,874.5242857142857,6121.67,1.4,3.2,1.0,0.0,0,Occasional Moderate-Value Customers,0
